 ,image,char,Open Sans,Sansation,Titillium Web,Ubuntu Mono,Alex Brush
55,ant+hill_102.jpg_0,l,0,0,1,0,0
56,ant+hill_102.jpg_0,l,0,0,1,0,0
57,ant+hill_102.jpg_0,c,0,0,1,0,0
58,ant+hill_102.jpg_0,u,0,0,1,0,0
59,ant+hill_102.jpg_0,t,0,0,1,0,0
60,ant+hill_111.jpg_0,U,1,0,0,0,0
61,ant+hill_111.jpg_0,S,1,0,0,0,0
62,ant+hill_111.jpg_0,S,1,0,0,0,0
63,ant+hill_111.jpg_0,R,1,0,0,0,0
64,ant+hill_111.jpg_0,w,0,1,0,0,0
65,ant+hill_111.jpg_0,o,0,1,0,0,0
66,ant+hill_111.jpg_0,r,0,1,0,0,0
67,ant+hill_111.jpg_0,l,0,1,0,0,0
68,ant+hill_111.jpg_0,d,0,1,0,0,0
69,ant+hill_111.jpg_0,l,0,0,0,0,1
70,ant+hill_111.jpg_0,o,0,0,0,0,1
71,ant+hill_111.jpg_0,c,0,0,0,0,1
72,ant+hill_111.jpg_0,a,0,0,0,0,1
73,ant+hill_111.jpg_0,l,0,0,0,0,1
74,ant+hill_111.jpg_0,F,0,0,0,0,1
75,ant+hill_111.jpg_0,r,0,0,0,0,1
76,ant+hill_111.jpg_0,o,0,0,0,0,1
77,ant+hill_111.jpg_0,m,0,0,0,0,1
78,ant+hill_111.jpg_0,:,0,0,0,0,1
79,ant+hill_111.jpg_0,L,0,0,1,0,0
80,ant+hill_111.jpg_0,i,0,0,1,0,0
81,ant+hill_111.jpg_0,n,0,0,1,0,0
82,ant+hill_111.jpg_0,e,0,0,1,0,0
83,ant+hill_111.jpg_0,s,0,0,1,0,0
84,ant+hill_111.jpg_0,:,0,0,1,0,0
85,ant+hill_111.jpg_0,>,0,0,1,0,0
86,ant+hill_111.jpg_0,t,0,0,1,0,0
87,ant+hill_111.jpg_0,a,0,0,1,0,0
88,ant+hill_111.jpg_0,c,0,0,1,0,0
89,ant+hill_111.jpg_0,k,0,0,1,0,0
90,ant+hill_111.jpg_0,y,0,0,1,0,0
91,ant+hill_111.jpg_0,",",0,0,1,0,0
92,ant+hill_111.jpg_0,w,0,0,0,0,1
93,ant+hill_111.jpg_0,h,0,0,0,0,1
94,ant+hill_111.jpg_0,a,0,0,0,0,1
95,ant+hill_111.jpg_0,t,0,0,0,0,1
96,ant+hill_111.jpg_0,D,0,0,0,1,0
97,ant+hill_111.jpg_0,a,0,0,0,1,0
98,ant+hill_111.jpg_0,t,0,0,0,1,0
99,ant+hill_111.jpg_0,e,0,0,0,1,0
100,ant+hill_111.jpg_0,:,0,0,0,1,0
101,ant+hill_111.jpg_0,d,0,0,0,1,0
102,ant+hill_111.jpg_0,a,0,0,0,1,0
103,ant+hill_111.jpg_0,y,0,0,0,1,0
104,ant+hill_111.jpg_0,",",0,0,0,1,0
105,ant+hill_111.jpg_0,2,1,0,0,0,0
106,ant+hill_111.jpg_0,2,1,0,0,0,0
107,ant+hill_111.jpg_0,3,1,0,0,0,0
108,ant+hill_111.jpg_0,m,0,1,0,0,0
109,ant+hill_111.jpg_0,o,0,1,0,0,0
110,ant+hill_111.jpg_0,u,0,1,0,0,0
111,ant+hill_111.jpg_0,n,0,1,0,0,0
112,ant+hill_111.jpg_0,t,0,1,0,0,0
113,ant+hill_111.jpg_0,f,0,1,0,0,0
114,ant+hill_111.jpg_0,o,0,1,0,0,0
115,ant+hill_111.jpg_0,r,0,1,0,0,0
116,ant+hill_111.jpg_0,G,1,0,0,0,0
117,ant+hill_111.jpg_0,a,1,0,0,0,0
118,ant+hill_111.jpg_0,m,1,0,0,0,0
119,ant+hill_111.jpg_0,m,1,0,0,0,0
120,ant+hill_111.jpg_0,a,1,0,0,0,0
121,ant+hill_111.jpg_0,3,0,1,0,0,0
122,ant+hill_111.jpg_0,6,0,1,0,0,0
123,ant+hill_111.jpg_0,4,0,1,0,0,0
124,ant+hill_111.jpg_0,v,0,0,0,0,1
125,ant+hill_111.jpg_0,i,0,0,0,0,1
126,ant+hill_111.jpg_0,e,0,0,0,0,1
127,ant+hill_111.jpg_0,w,0,0,0,0,1
128,ant+hill_111.jpg_0,>,0,0,1,0,0
129,ant+hill_111.jpg_0,A,0,0,1,0,0
130,ant+hill_111.jpg_0,a,0,0,1,0,0
131,ant+hill_111.jpg_0,r,0,0,1,0,0
132,ant+hill_111.jpg_0,g,0,0,1,0,0
133,ant+hill_111.jpg_0,h,0,0,1,0,0
134,ant+hill_111.jpg_0,!,0,0,1,0,0
135,ant+hill_114.jpg_0,o,0,0,0,0,1
136,ant+hill_114.jpg_0,n,0,0,0,0,1
137,ant+hill_114.jpg_0,e,0,0,0,0,1
138,ant+hill_114.jpg_0,.,0,0,0,0,1
139,ant+hill_114.jpg_0,g,0,0,0,0,1
140,ant+hill_114.jpg_0,a,0,0,0,0,1
141,ant+hill_114.jpg_0,m,0,0,0,0,1
142,ant+hill_114.jpg_0,e,0,0,0,0,1
143,ant+hill_114.jpg_0,t,0,0,0,1,0
144,ant+hill_114.jpg_0,h,0,0,0,1,0
145,ant+hill_114.jpg_0,e,0,0,0,1,0
146,ant+hill_114.jpg_0,R,0,0,0,1,0
147,ant+hill_114.jpg_0,e,0,0,0,1,0
148,ant+hill_114.jpg_0,:,0,0,0,1,0
149,ant+hill_114.jpg_0,T,0,0,0,1,0
150,ant+hill_114.jpg_0,h,0,0,0,1,0
151,ant+hill_114.jpg_0,e,0,0,0,1,0
152,ant+hill_114.jpg_0,f,0,1,0,0,0
153,ant+hill_114.jpg_0,u,0,1,0,0,0
154,ant+hill_114.jpg_0,n,0,1,0,0,0
155,ant+hill_114.jpg_0,c,0,1,0,0,0
156,ant+hill_114.jpg_0,t,0,1,0,0,0
157,ant+hill_114.jpg_0,i,0,1,0,0,0
158,ant+hill_114.jpg_0,o,0,1,0,0,0
159,ant+hill_114.jpg_0,n,0,1,0,0,0
160,ant+hill_114.jpg_0,s,0,1,0,0,0
161,ant+hill_114.jpg_0,s,1,0,0,0,0
162,ant+hill_114.jpg_0,i,1,0,0,0,0
163,ant+hill_114.jpg_0,d,1,0,0,0,0
164,ant+hill_114.jpg_0,e,1,0,0,0,0
165,ant+hill_114.jpg_0,.,1,0,0,0,0
166,ant+hill_114.jpg_0,i,0,0,0,0,1
167,ant+hill_114.jpg_0,t,0,0,0,0,1
168,ant+hill_114.jpg_0,?,0,0,0,0,1
169,ant+hill_114.jpg_0,D,0,0,0,1,0
170,ant+hill_114.jpg_0,C,0,0,0,1,0
171,ant+hill_114.jpg_0,E,0,0,0,1,0
172,ant+hill_114.jpg_0,e,0,1,0,0,0
173,ant+hill_114.jpg_0,m,0,1,0,0,0
174,ant+hill_114.jpg_0,a,0,1,0,0,0
175,ant+hill_114.jpg_0,i,0,1,0,0,0
176,ant+hill_114.jpg_0,l,0,1,0,0,0
177,ant+hill_114.jpg_0,.,0,1,0,0,0
178,ant+hill_114.jpg_0,t,0,0,1,0,0
179,ant+hill_114.jpg_0,h,0,0,1,0,0
180,ant+hill_114.jpg_0,e,0,0,1,0,0
181,ant+hill_114.jpg_0,N,0,1,0,0,0
182,ant+hill_114.jpg_0,e,0,1,0,0,0
183,ant+hill_114.jpg_0,w,0,1,0,0,0
184,ant+hill_114.jpg_0,t,0,0,0,0,1
185,ant+hill_114.jpg_0,h,0,0,0,0,1
186,ant+hill_114.jpg_0,e,0,0,0,0,1
187,ant+hill_126.jpg_0,L,0,1,0,0,0
188,ant+hill_126.jpg_0,i,0,1,0,0,0
189,ant+hill_126.jpg_0,n,0,1,0,0,0
190,ant+hill_126.jpg_0,e,0,1,0,0,0
191,ant+hill_126.jpg_0,s,0,1,0,0,0
192,ant+hill_126.jpg_0,:,0,1,0,0,0
193,ant+hill_126.jpg_0,f,0,0,1,0,0
194,ant+hill_126.jpg_0,o,0,0,1,0,0
195,ant+hill_126.jpg_0,r,0,0,1,0,0
196,ant+hill_126.jpg_0,t,0,0,1,0,0
197,ant+hill_126.jpg_0,h,0,0,1,0,0
198,ant+hill_126.jpg_0,e,0,0,1,0,0
199,ant+hill_126.jpg_0,d,0,1,0,0,0
200,ant+hill_126.jpg_0,u,0,1,0,0,0
201,ant+hill_126.jpg_0,r,0,1,0,0,0
202,ant+hill_126.jpg_0,i,0,1,0,0,0
203,ant+hill_126.jpg_0,n,0,1,0,0,0
204,ant+hill_126.jpg_0,g,0,1,0,0,0
205,ant+hill_126.jpg_0,u,1,0,0,0,0
206,ant+hill_126.jpg_0,s,1,0,0,0,0
207,ant+hill_126.jpg_0,a,1,0,0,0,0
208,ant+hill_126.jpg_0,I,0,0,0,0,1
209,ant+hill_126.jpg_0,t,0,0,0,0,1
210,ant+hill_126.jpg_0,',0,0,0,0,1
211,ant+hill_126.jpg_0,s,0,0,0,0,1
212,ant+hill_126.jpg_0,R,0,0,0,1,0
213,ant+hill_126.jpg_0,E,0,0,0,1,0
214,ant+hill_126.jpg_0,:,0,0,0,1,0
215,ant+hill_129.jpg_0,>,0,0,1,0,0
216,ant+hill_129.jpg_0,I,0,0,1,0,0
217,ant+hill_129.jpg_0,n,0,0,1,0,0
218,ant+hill_136.jpg_0,t,0,0,0,1,0
219,ant+hill_136.jpg_0,h,0,0,0,1,0
220,ant+hill_136.jpg_0,e,0,0,0,1,0
221,ant+hill_136.jpg_0,a,1,0,0,0,0
222,ant+hill_136.jpg_0,n,1,0,0,0,0
223,ant+hill_136.jpg_0,d,1,0,0,0,0
224,ant+hill_136.jpg_0,C,0,0,0,1,0
225,ant+hill_136.jpg_0,o,0,0,0,1,0
226,ant+hill_136.jpg_0,r,0,0,0,1,0
227,ant+hill_136.jpg_0,p,0,0,0,1,0
228,ant+hill_136.jpg_0,o,0,0,0,1,0
229,ant+hill_136.jpg_0,r,0,0,0,1,0
230,ant+hill_136.jpg_0,a,0,0,0,1,0
231,ant+hill_136.jpg_0,t,0,0,0,1,0
232,ant+hill_136.jpg_0,i,0,0,0,1,0
233,ant+hill_136.jpg_0,o,0,0,0,1,0
234,ant+hill_136.jpg_0,n,0,0,0,1,0
235,ant+hill_136.jpg_0,N,0,0,0,1,0
236,ant+hill_136.jpg_0,e,0,0,0,1,0
237,ant+hill_136.jpg_0,w,0,0,0,1,0
238,ant+hill_136.jpg_0,s,0,0,0,1,0
239,ant+hill_136.jpg_0,g,0,0,0,1,0
240,ant+hill_136.jpg_0,r,0,0,0,1,0
241,ant+hill_136.jpg_0,o,0,0,0,1,0
242,ant+hill_136.jpg_0,u,0,0,0,1,0
243,ant+hill_136.jpg_0,p,0,0,0,1,0
244,ant+hill_136.jpg_0,s,0,0,0,1,0
245,ant+hill_136.jpg_0,:,0,0,0,1,0
246,ant+hill_136.jpg_0,*,0,0,0,1,0
247,ant+hill_136.jpg_0,s,0,0,0,1,0
248,ant+hill_136.jpg_0,t,0,0,0,1,0
249,ant+hill_136.jpg_0,i,0,0,0,1,0
250,ant+hill_136.jpg_0,l,0,0,0,1,0
251,ant+hill_136.jpg_0,l,0,0,0,1,0
252,ant+hill_136.jpg_0,*,0,0,0,1,0
253,ant+hill_136.jpg_0,O,0,1,0,0,0
254,ant+hill_136.jpg_0,n,0,1,0,0,0
255,ant+hill_136.jpg_0,l,0,1,0,0,0
256,ant+hill_136.jpg_0,i,0,1,0,0,0
257,ant+hill_136.jpg_0,n,0,1,0,0,0
258,ant+hill_136.jpg_0,e,0,1,0,0,0
259,ant+hill_136.jpg_0,s,1,0,0,0,0
260,ant+hill_136.jpg_0,p,1,0,0,0,0
261,ant+hill_136.jpg_0,e,1,0,0,0,0
262,ant+hill_136.jpg_0,e,1,0,0,0,0
263,ant+hill_136.jpg_0,d,1,0,0,0,0
264,ant+hill_136.jpg_0,o,1,0,0,0,0
265,ant+hill_136.jpg_0,O,0,1,0,0,0
266,ant+hill_136.jpg_0,F,0,1,0,0,0
267,ant+hill_136.jpg_0,F,0,1,0,0,0
268,ant+hill_136.jpg_0,w,0,0,0,0,1
269,ant+hill_136.jpg_0,r,0,0,0,0,1
270,ant+hill_136.jpg_0,o,0,0,0,0,1
271,ant+hill_136.jpg_0,n,0,0,0,0,1
272,ant+hill_136.jpg_0,g,0,0,0,0,1
273,ant+hill_136.jpg_0,.,0,0,0,0,1
274,ant+hill_136.jpg_0,B,0,0,0,0,1
275,ant+hill_136.jpg_0,o,0,0,0,0,1
276,ant+hill_136.jpg_0,b,0,0,0,0,1
277,ant+hill_136.jpg_0,.,0,0,0,0,1
278,ant+hill_136.jpg_0,t,0,0,0,0,1
279,ant+hill_136.jpg_0,h,0,0,0,0,1
280,ant+hill_136.jpg_0,i,0,0,0,0,1
281,ant+hill_136.jpg_0,s,0,0,0,0,1
282,ant+hill_15.jpg_0,1,0,0,0,0,1
283,ant+hill_15.jpg_0,0,0,0,0,0,1
284,ant+hill_15.jpg_0,0,0,0,0,0,1
285,ant+hill_15.jpg_0,%,0,0,0,0,1
286,ant+hill_15.jpg_0,t,0,1,0,0,0
287,ant+hill_15.jpg_0,h,0,1,0,0,0
288,ant+hill_15.jpg_0,e,0,1,0,0,0
289,ant+hill_15.jpg_0,y,0,0,0,0,1
290,ant+hill_15.jpg_0,o,0,0,0,0,1
291,ant+hill_15.jpg_0,u,0,0,0,0,1
292,ant+hill_15.jpg_0,i,1,0,0,0,0
293,ant+hill_15.jpg_0,n,1,0,0,0,0
294,ant+hill_15.jpg_0,t,1,0,0,0,0
295,ant+hill_15.jpg_0,o,1,0,0,0,0
296,ant+hill_15.jpg_0,c,0,1,0,0,0
297,ant+hill_15.jpg_0,a,0,1,0,0,0
298,ant+hill_15.jpg_0,r,0,1,0,0,0
299,ant+hill_15.jpg_0,d,0,1,0,0,0
300,ant+hill_15.jpg_0,A,0,0,1,0,0
301,ant+hill_15.jpg_0,p,0,0,1,0,0
302,ant+hill_15.jpg_0,r,0,0,1,0,0
303,ant+hill_15.jpg_0,m,0,0,0,1,0
304,ant+hill_15.jpg_0,o,0,0,0,1,0
305,ant+hill_15.jpg_0,r,0,0,0,1,0
306,ant+hill_15.jpg_0,e,0,0,0,1,0
307,ant+hill_15.jpg_0,w,0,0,1,0,0
308,ant+hill_15.jpg_0,o,0,0,1,0,0
309,ant+hill_15.jpg_0,u,0,0,1,0,0
310,ant+hill_15.jpg_0,l,0,0,1,0,0
311,ant+hill_15.jpg_0,d,0,0,1,0,0
312,ant+hill_15.jpg_0,c,0,1,0,0,0
313,ant+hill_15.jpg_0,o,0,1,0,0,0
314,ant+hill_15.jpg_0,p,0,1,0,0,0
315,ant+hill_15.jpg_0,e,0,0,0,0,1
316,ant+hill_15.jpg_0,v,0,0,0,0,1
317,ant+hill_15.jpg_0,e,0,0,0,0,1
318,ant+hill_15.jpg_0,r,0,0,0,0,1
319,ant+hill_15.jpg_0,y,0,0,0,0,1
320,ant+hill_15.jpg_0,a,0,0,1,0,0
321,ant+hill_15.jpg_0,n,0,0,1,0,0
322,ant+hill_15.jpg_0,d,0,0,1,0,0
323,ant+hill_15.jpg_0,w,0,0,0,0,1
324,ant+hill_15.jpg_0,h,0,0,0,0,1
325,ant+hill_15.jpg_0,o,0,0,0,0,1
326,ant+hill_15.jpg_0,a,0,1,0,0,0
327,ant+hill_15.jpg_0,l,0,1,0,0,0
328,ant+hill_15.jpg_0,l,0,1,0,0,0
329,ant+hill_15.jpg_0,c,0,0,0,1,0
330,ant+hill_15.jpg_0,o,0,0,0,1,0
331,ant+hill_15.jpg_0,r,0,0,0,1,0
332,ant+hill_15.jpg_0,r,0,0,0,1,0
333,ant+hill_15.jpg_0,e,0,0,0,1,0
334,ant+hill_15.jpg_0,c,0,0,0,1,0
335,ant+hill_15.jpg_0,t,0,0,0,1,0
336,ant+hill_15.jpg_0,.,0,0,0,1,0
337,ant+hill_15.jpg_0,f,0,0,0,1,0
338,ant+hill_15.jpg_0,i,0,0,0,1,0
339,ant+hill_15.jpg_0,l,0,0,0,1,0
340,ant+hill_15.jpg_0,e,0,0,0,1,0
341,ant+hill_15.jpg_0,i,0,0,1,0,0
342,ant+hill_15.jpg_0,n,0,0,1,0,0
343,ant+hill_15.jpg_0,",",0,0,1,0,0
344,ant+hill_15.jpg_0,t,0,0,0,1,0
345,ant+hill_15.jpg_0,h,0,0,0,1,0
346,ant+hill_15.jpg_0,e,0,0,0,1,0
347,ant+hill_15.jpg_0,"""",0,0,0,0,1
348,ant+hill_15.jpg_0,m,0,0,0,0,1
349,ant+hill_15.jpg_0,a,0,0,0,0,1
350,ant+hill_15.jpg_0,k,0,0,0,0,1
351,ant+hill_15.jpg_0,e,0,0,0,0,1
352,ant+hill_15.jpg_0,t,0,0,0,0,1
353,ant+hill_15.jpg_0,h,0,0,0,0,1
354,ant+hill_15.jpg_0,e,0,0,0,0,1
355,ant+hill_15.jpg_0,>,0,0,1,0,0
356,ant+hill_15.jpg_0,T,0,0,1,0,0
357,ant+hill_15.jpg_0,h,0,0,1,0,0
358,ant+hill_15.jpg_0,e,0,0,1,0,0
359,ant+hill_15.jpg_0,y,0,0,1,0,0
360,ant+hill_15.jpg_0,u,0,0,1,0,0
361,ant+hill_15.jpg_0,a,0,1,0,0,0
362,ant+hill_15.jpg_0,b,0,1,0,0,0
363,ant+hill_15.jpg_0,o,0,1,0,0,0
364,ant+hill_15.jpg_0,v,0,1,0,0,0
365,ant+hill_15.jpg_0,e,0,1,0,0,0
366,ant+hill_15.jpg_0,f,0,0,0,1,0
367,ant+hill_15.jpg_0,i,0,0,0,1,0
368,ant+hill_15.jpg_0,n,0,0,0,1,0
369,ant+hill_15.jpg_0,d,0,0,0,1,0
370,ant+hill_15.jpg_0,f,0,0,1,0,0
371,ant+hill_15.jpg_0,o,0,0,1,0,0
372,ant+hill_15.jpg_0,r,0,0,1,0,0
373,ant+hill_45.jpg_0,.,0,0,0,1,0
374,ant+hill_45.jpg_0,6,0,0,0,1,0
375,ant+hill_45.jpg_0,3,0,0,0,1,0
376,ant+hill_45.jpg_0,1,0,0,0,1,0
377,ant+hill_45.jpg_0,t,0,1,0,0,0
378,ant+hill_45.jpg_0,h,0,1,0,0,0
379,ant+hill_45.jpg_0,e,0,1,0,0,0
380,ant+hill_45.jpg_0,H,0,0,1,0,0
381,ant+hill_45.jpg_0,P,0,0,1,0,0
382,ant+hill_45.jpg_0,),0,0,1,0,0
383,ant+hill_45.jpg_0,F,0,0,1,0,0
384,ant+hill_45.jpg_0,o,0,0,1,0,0
385,ant+hill_45.jpg_0,r,0,0,1,0,0
386,ant+hill_45.jpg_0,v,0,1,0,0,0
387,ant+hill_45.jpg_0,i,0,1,0,0,0
388,ant+hill_45.jpg_0,c,0,1,0,0,0
389,ant+hill_45.jpg_0,t,0,1,0,0,0
390,ant+hill_45.jpg_0,i,0,1,0,0,0
391,ant+hill_45.jpg_0,m,0,1,0,0,0
392,ant+hill_45.jpg_0,b,1,0,0,0,0
393,ant+hill_45.jpg_0,e,1,0,0,0,0
394,ant+hill_45.jpg_0,i,1,0,0,0,0
395,ant+hill_45.jpg_0,9,1,0,0,0,0
396,ant+hill_45.jpg_0,0,1,0,0,0,0
397,ant+hill_45.jpg_0,0,1,0,0,0,0
398,ant+hill_45.jpg_0,0,1,0,0,0,0
399,ant+hill_45.jpg_0,y,0,0,1,0,0
400,ant+hill_45.jpg_0,o,0,0,1,0,0
401,ant+hill_45.jpg_0,u,0,0,1,0,0
402,ant+hill_45.jpg_0,L,1,0,0,0,0
403,ant+hill_45.jpg_0,i,1,0,0,0,0
404,ant+hill_45.jpg_0,n,1,0,0,0,0
405,ant+hill_45.jpg_0,e,1,0,0,0,0
406,ant+hill_45.jpg_0,s,1,0,0,0,0
407,ant+hill_45.jpg_0,:,1,0,0,0,0
408,ant+hill_63.jpg_0,u,0,0,1,0,0
409,ant+hill_63.jpg_0,s,0,0,1,0,0
410,ant+hill_63.jpg_0,a,0,0,1,0,0
411,ant+hill_63.jpg_0,f,0,0,0,1,0
412,ant+hill_63.jpg_0,o,0,0,0,1,0
413,ant+hill_63.jpg_0,r,0,0,0,1,0
414,ant+hill_63.jpg_0,B,0,0,0,1,0
415,ant+hill_63.jpg_0,r,0,0,0,1,0
416,ant+hill_63.jpg_0,a,0,0,0,1,0
417,ant+hill_63.jpg_0,i,0,0,0,1,0
418,ant+hill_63.jpg_0,n,0,0,0,1,0
419,ant+hill_63.jpg_0,G,0,0,0,1,0
420,ant+hill_63.jpg_0,M,0,0,0,1,0
421,ant+hill_63.jpg_0,T,0,0,0,1,0
422,ant+hill_63.jpg_0,a,0,1,0,0,0
423,ant+hill_63.jpg_0,l,0,1,0,0,0
424,ant+hill_63.jpg_0,l,0,1,0,0,0
425,ant+hill_63.jpg_0,A,0,0,0,1,0
426,ant+hill_63.jpg_0,p,0,0,0,1,0
427,ant+hill_63.jpg_0,r,0,0,0,1,0
428,ant+hill_74.jpg_0,t,0,1,0,0,0
429,ant+hill_74.jpg_0,h,0,1,0,0,0
430,ant+hill_74.jpg_0,e,0,1,0,0,0
431,ant+hill_74.jpg_0,t,1,0,0,0,0
432,ant+hill_74.jpg_0,h,1,0,0,0,0
433,ant+hill_74.jpg_0,a,1,0,0,0,0
434,ant+hill_74.jpg_0,t,1,0,0,0,0
435,ant+hill_74.jpg_0,t,0,1,0,0,0
436,ant+hill_74.jpg_0,e,0,1,0,0,0
437,ant+hill_74.jpg_0,l,0,1,0,0,0
438,ant+hill_74.jpg_0,l,0,1,0,0,0
439,ant+hill_74.jpg_0,o,1,0,0,0,0
440,ant+hill_74.jpg_0,u,1,0,0,0,0
441,ant+hill_74.jpg_0,t,1,0,0,0,0
442,ant+hill_74.jpg_0,w,0,0,1,0,0
443,ant+hill_74.jpg_0,a,0,0,1,0,0
444,ant+hill_74.jpg_0,n,0,0,1,0,0
445,ant+hill_74.jpg_0,t,0,0,1,0,0
446,ant+hill_74.jpg_0,f,0,0,0,0,1
447,ant+hill_74.jpg_0,a,0,0,0,0,1
448,ant+hill_74.jpg_0,c,0,0,0,0,1
449,ant+hill_74.jpg_0,t,0,0,0,0,1
450,ant+hill_79.jpg_0,1,0,1,0,0,0
451,ant+hill_79.jpg_0,9,0,1,0,0,0
452,ant+hill_79.jpg_0,.,0,1,0,0,0
453,ant+hill_79.jpg_0,S,0,0,0,0,1
454,ant+hill_79.jpg_0,e,0,0,0,0,1
455,ant+hill_79.jpg_0,n,0,0,0,0,1
456,ant+hill_79.jpg_0,d,0,0,0,0,1
457,ant+hill_79.jpg_0,e,0,0,0,0,1
458,ant+hill_79.jpg_0,r,0,0,0,0,1
459,ant+hill_79.jpg_0,:,0,0,0,0,1
460,ant+hill_79.jpg_0,n,0,0,0,0,1
461,ant+hill_79.jpg_0,o,0,0,0,0,1
462,ant+hill_79.jpg_0,t,0,0,0,0,1
463,ant+hill_79.jpg_0,p,0,0,0,0,1
464,ant+hill_79.jpg_0,e,0,0,0,0,1
465,ant+hill_79.jpg_0,n,0,0,0,0,1
466,ant+hill_79.jpg_0,n,0,0,0,0,1
467,ant+hill_79.jpg_0,a,0,0,0,0,1
468,ant+hill_79.jpg_0,n,0,0,0,0,1
469,ant+hill_79.jpg_0,t,0,0,0,0,1
470,ant+hill_79.jpg_0,?,0,0,0,0,1
471,ant+hill_79.jpg_0,t,0,0,0,0,1
472,ant+hill_79.jpg_0,h,0,0,0,0,1
473,ant+hill_79.jpg_0,e,0,0,0,0,1
474,ant+hill_84.jpg_0,s,0,1,0,0,0
475,ant+hill_84.jpg_0,e,0,1,0,0,0
476,ant+hill_84.jpg_0,c,0,1,0,0,0
477,ant+hill_84.jpg_0,o,0,1,0,0,0
478,ant+hill_84.jpg_0,n,0,1,0,0,0
479,ant+hill_84.jpg_0,d,0,1,0,0,0
480,ant+hill_84.jpg_0,e,0,1,0,0,0
481,ant+hill_84.jpg_0,v,0,1,0,0,0
482,ant+hill_84.jpg_0,e,0,1,0,0,0
483,ant+hill_84.jpg_0,r,0,1,0,0,0
484,ant+hill_84.jpg_0,y,0,1,0,0,0
485,ant+hill_84.jpg_0,E,1,0,0,0,0
486,ant+hill_84.jpg_0,r,1,0,0,0,0
487,ant+hill_84.jpg_0,e,1,0,0,0,0
488,ant+hill_84.jpg_0,t,1,0,0,0,0
489,ant+hill_84.jpg_0,z,1,0,0,0,0
490,ant+hill_84.jpg_0,s,0,0,1,0,0
491,ant+hill_84.jpg_0,e,0,0,1,0,0
492,ant+hill_84.jpg_0,i,0,0,1,0,0
493,ant+hill_84.jpg_0,z,0,0,1,0,0
494,ant+hill_84.jpg_0,e,0,0,1,0,0
495,ant+hill_84.jpg_0,s,0,0,0,1,0
496,ant+hill_84.jpg_0,a,0,0,0,1,0
